FID,PAR20CD,PAR20NM,WD20CD,WD20NM,LAD20CD,LAD20NM
10932,W04000736,Gelligaer,W05000730,Hengoed,W06000018,Caerphilly
10933,W04000746,Rhymney,W05000734,Moriah,W06000018,Caerphilly
10934,W04000739,Nelson,W05000735,Nelson,W06000018,Caerphilly
10935,W04000740,Newbridge,W05000736,Newbridge,W06000018,Caerphilly
10936,W04000741,New Tredegar,W05000737,New Tredegar,W06000018,Caerphilly
10937,W04000746,Rhymney,W05000742,Pontlottyn,W06000018,Caerphilly
10938,W04000736,Gelligaer,W05000745,St. Cattwg,W06000018,Caerphilly
10939,W04000746,Rhymney,W05000748,Twyn Carno,W06000018,Caerphilly
10940,W04000750,Ynysddu,W05000749,Ynysddu,W06000018,Caerphilly
10941,W04000736,Gelligaer,W05000750,Ystrad Mynach,W06000018,Caerphilly
10942,W04000905,Cefn Fforest,W05000919,Cefn Fforest,W06000018,Caerphilly
10943,W04000906,Crumlin,W05000920,Crumlin,W06000018,Caerphilly
10944,W04000907,Llanbradach and Pwllypant,W05000921,Llanbradach,W06000018,Caerphilly
10945,W04000908,Maesycwmmer,W05000922,Maesycwmmer,W06000018,Caerphilly
10946,W04000904,Caerphilly,W05000923,Morgan Jones,W06000018,Caerphilly
10947,W04000909,Pengam,W05000924,Pengam,W06000018,Caerphilly
10948,W04000910,Penmaen,W05000925,Penmaen,W06000018,Caerphilly
10949,W04000911,"Penyrheol, Trecenydd and Energlyn",W05000926,Penyrheol,W06000018,Caerphilly
10950,W04000912,Pontllanfraith,W05000927,Pontllanfraith,W06000018,Caerphilly
10951,W04000913,Risca East,W05000928,Risca East,W06000018,Caerphilly
10952,W04000914,Risca West,W05000929,Risca West,W06000018,Caerphilly
10953,W04000748,Rudry,W05000930,St. James,W06000018,Caerphilly
10954,W04000915,Van,W05000930,St. James,W06000018,Caerphilly
10955,W04000904,Caerphilly,W05000931,St. Martins,W06000018,Caerphilly
10956,W04000924,Abertillery,W05000751,Abertillery,W06000019,Blaenau Gwent
10957,W04000758,Tredegar,W05000760,Georgetown,W06000019,Blaenau Gwent
10958,W04000756,Llanhilleth,W05000761,Llanhilleth,W06000019,Blaenau Gwent
10959,W04000758,Tredegar,W05000764,Sirhowy,W06000019,Blaenau Gwent
10960,W04000924,Abertillery,W05000765,Six Bells,W06000019,Blaenau Gwent
10961,W04000758,Tredegar,W05000766,Tredegar Central and West,W06000019,Blaenau Gwent
10962,W04000925,Badminton,W05000936,Badminton,W06000019,Blaenau Gwent
10963,W04000926,Beaufort,W05000937,Beaufort,W06000019,Blaenau Gwent
10964,W04000931,Nantyglo and Blaina,W05000938,Blaina,W06000019,Blaenau Gwent
10965,W04000927,Brynmawr,W05000939,Brynmawr,W06000019,Blaenau Gwent
10966,W04000928,Cwm,W05000940,Cwm,W06000019,Blaenau Gwent
10967,W04000924,Abertillery,W05000941,Cwmtillery,W06000019,Blaenau Gwent
10968,W04000929,Ebbw Vale North,W05000942,Ebbw Vale North,W06000019,Blaenau Gwent
10969,W04000930,Ebbw Vale South,W05000943,Ebbw Vale South,W06000019,Blaenau Gwent
10970,W04000931,Nantyglo and Blaina,W05000944,Nantyglo,W06000019,Blaenau Gwent
10971,W04000932,Rassau,W05000945,Rassau,W06000019,Blaenau Gwent
10972,W04000760,Blaenavon,W05000768,Blaenavon,W06000020,Torfaen
10973,W04000772,Pontymoile,W05000769,Brynwern,W06000020,Torfaen
10974,W04000983,Fairwater,W05000770,Coed Eva,W06000020,Torfaen
10975,W04000981,Croesyceiliog,W05000772,Croesyceiliog South,W06000020,Torfaen
10976,W04000772,Pontymoile,W05000773,Cwmyniscoy,W06000020,Torfaen
10977,W04000983,Fairwater,W05000774,Fairwater,W06000020,Torfaen
10978,W04000765,Llantarnam,W05000776,Llantarnam,W06000020,Torfaen
10979,W04000982,Cwmbran Central,W05000776,Llantarnam,W06000020,Torfaen
10980,W04000768,Panteg,W05000780,Panteg,W06000020,Torfaen
10981,W04000985,Pen Tranch,W05000782,Pontnewynydd,W06000020,Torfaen
10982,W04000772,Pontymoile,W05000783,Pontypool,W06000020,Torfaen
10983,W04000773,Trevethin,W05000784,St. Cadocs and Penygarn,W06000020,Torfaen
10984,W04000773,Trevethin,W05000787,Trevethin,W06000020,Torfaen
10985,W04000764,Henllys,W05000788,Two Locks,W06000020,Torfaen
10986,W04000982,Cwmbran Central,W05000788,Two Locks,W06000020,Torfaen
10987,W04000985,Pen Tranch,W05000790,Wainfelin,W06000020,Torfaen
10988,W04000980,Abersychan,W05000992,Abersychan,W06000020,Torfaen
10989,W04000981,Croesyceiliog,W05000993,Croesyceiliog North,W06000020,Torfaen
10990,W04000983,Fairwater,W05000994,Greenmeadow,W06000020,Torfaen
10991,W04000766,Llanyrafon,W05000995,Llanyrafon East and Ponthir,W06000020,Torfaen
10992,W04000770,Ponthir,W05000995,Llanyrafon East and Ponthir,W06000020,Torfaen
10993,W04000766,Llanyrafon,W05000996,Llanyrafon West,W06000020,Torfaen
10994,W04000984,New Inn,W05000997,New Inn,W06000020,Torfaen
10995,W04000982,Cwmbran Central,W05000998,Pontnewydd,W06000020,Torfaen
10996,W04000986,Pontnewydd,W05000998,Pontnewydd,W06000020,Torfaen
10997,W04000985,Pen Tranch,W05000999,Snatchwood,W06000020,Torfaen
10998,W04000982,Cwmbran Central,W05001000,St. Dials,W06000020,Torfaen
10999,W04000987,Upper Cwmbran,W05001001,Upper Cwmbran,W06000020,Torfaen
11000,W04000776,Caerwent,W05000791,Caerwent,W06000021,Monmouthshire
11001,W04000777,Caldicot,W05000792,Caldicot Castle,W06000021,Monmouthshire
11002,W04000775,Abergavenny,W05000793,Cantref,W06000021,Monmouthshire
11003,W04000775,Abergavenny,W05000794,Castle,W06000021,Monmouthshire
11004,W04000794,Llantilio Pertholey,W05000795,Croesonen,W06000021,Monmouthshire
11005,W04000779,Crucorney,W05000796,Crucorney,W06000021,Monmouthshire
11006,W04000782,Grosmont,W05000796,Crucorney,W06000021,Monmouthshire
11007,W04000780,Devauden,W05000797,Devauden,W06000021,Monmouthshire
11008,W04000789,Llangwm,W05000797,Devauden,W06000021,Monmouthshire
11009,W04000777,Caldicot,W05000798,Dewstow,W06000021,Monmouthshire
11010,W04000799,Monmouth,W05000799,Dixton with Osbaston,W06000021,Monmouthshire
11011,W04000799,Monmouth,W05000800,Drybridge,W06000021,Monmouthshire
11012,W04000781,Goetre Fawr,W05000801,Goetre Fawr,W06000021,Monmouthshire
11013,W04000777,Caldicot,W05000802,Green Lane,W06000021,Monmouthshire
11014,W04000775,Abergavenny,W05000803,Grofield,W06000021,Monmouthshire
11015,W04000775,Abergavenny,W05000804,Lansdown,W06000021,Monmouthshire
11016,W04000778,Chepstow,W05000805,Larkfield,W06000021,Monmouthshire
11017,W04000783,Gwehelog Fawr,W05000806,Llanbadoc,W06000021,Monmouthshire
11018,W04000785,Llanbadoc,W05000806,Llanbadoc,W06000021,Monmouthshire
11019,W04000786,Llanelly,W05000807,Llanelly Hill,W06000021,Monmouthshire
11020,W04000787,Llanfoist Fawr,W05000808,Llanfoist Fawr,W06000021,Monmouthshire
11021,W04000790,Llangybi,W05000809,Llangybi Fawr,W06000021,Monmouthshire
11022,W04000791,Llanhennock,W05000809,Llangybi Fawr,W06000021,Monmouthshire
11023,W04000795,Llantrisant Fawr,W05000809,Llangybi Fawr,W06000021,Monmouthshire
11024,W04000784,Llanarth,W05000810,Llanover,W06000021,Monmouthshire
11025,W04000792,Llanover,W05000810,Llanover,W06000021,Monmouthshire
11026,W04000788,Llangattock-Vibon-Avel,W05000811,Llantilio Crossenny,W06000021,Monmouthshire
11027,W04000793,Llantilio Crossenny,W05000811,Llantilio Crossenny,W06000021,Monmouthshire
11028,W04000787,Llanfoist Fawr,W05000812,Llanwenarth Ultra,W06000021,Monmouthshire
11029,W04000794,Llantilio Pertholey,W05000813,Mardy,W06000021,Monmouthshire
11030,W04000796,Magor with Undy,W05000814,Mill,W06000021,Monmouthshire
11031,W04000798,Mitchel Troy,W05000815,Mitchel Troy,W06000021,Monmouthshire
11032,W04000799,Monmouth,W05000816,Overmonnow,W06000021,Monmouthshire
11033,W04000800,Portskewett,W05000817,Portskewett,W06000021,Monmouthshire
11034,W04000775,Abergavenny,W05000818,Priory,W06000021,Monmouthshire
11035,W04000801,Raglan,W05000819,Raglan,W06000021,Monmouthshire
11036,W04000802,Rogiet,W05000820,Rogiet,W06000021,Monmouthshire
11037,W04000803,St. Arvans,W05000821,St. Arvans,W06000021,Monmouthshire
11038,W04000805,Tintern,W05000821,St. Arvans,W06000021,Monmouthshire
11039,W04000778,Chepstow,W05000822,St. Christopher's,W06000021,Monmouthshire
11040,W04000778,Chepstow,W05000823,St. Kingsmark,W06000021,Monmouthshire
11041,W04000778,Chepstow,W05000824,St. Mary's,W06000021,Monmouthshire
11042,W04000777,Caldicot,W05000825,Severn,W06000021,Monmouthshire
11043,W04000797,Mathern,W05000826,Shirenewton,W06000021,Monmouthshire
11044,W04000804,Shirenewton,W05000826,Shirenewton,W06000021,Monmouthshire
11045,W04000796,Magor with Undy,W05000827,The Elms,W06000021,Monmouthshire
11046,W04000778,Chepstow,W05000828,Thornwell,W06000021,Monmouthshire
11047,W04000806,Trellech United,W05000829,Trellech United,W06000021,Monmouthshire
11048,W04000807,Usk,W05000830,Usk,W06000021,Monmouthshire
11049,W04000777,Caldicot,W05000831,West End,W06000021,Monmouthshire
11050,W04000799,Monmouth,W05000832,Wyesham,W06000021,Monmouthshire
11051,W04000808,Allt-yr-yn,W05000833,Allt-yr-yn,W06000022,Newport
11052,W04000809,Alway,W05000834,Alway,W06000022,Newport
11053,W04000810,Beechwood,W05000835,Beechwood,W06000022,Newport
11054,W04000811,Bettws,W05000836,Bettws,W06000022,Newport
11055,W04000813,Caerleon,W05000837,Caerleon,W06000022,Newport
11056,W04000815,Gaer,W05000838,Gaer,W06000022,Newport
11057,W04000817,Graig,W05000839,Graig,W06000022,Newport
11058,W04000818,Langstone,W05000840,Langstone,W06000022,Newport
11059,W04000820,Llanvaches,W05000840,Langstone,W06000022,Newport
11060,W04000826,Penhow,W05000840,Langstone,W06000022,Newport
11061,W04000819,Liswerry,W05000841,Liswerry,W06000022,Newport
11062,W04000825,Nash,W05000841,Liswerry,W06000022,Newport
11063,W04000812,Bishton,W05000842,Llanwern,W06000022,Newport
11064,W04000816,Goldcliff,W05000842,Llanwern,W06000022,Newport
11065,W04000821,Llanwern,W05000842,Llanwern,W06000022,Newport
11066,W04000828,Redwick,W05000842,Llanwern,W06000022,Newport
11067,W04000822,Malpas,W05000843,Malpas,W06000022,Newport
11068,W04000814,Coedkernew,W05000844,Marshfield,W06000022,Newport
11069,W04000823,Marshfield,W05000844,Marshfield,W06000022,Newport
11070,W04000824,Michaelstone-y-Fedw,W05000844,Marshfield,W06000022,Newport
11071,W04000836,Wentlooge,W05000844,Marshfield,W06000022,Newport
11072,W04000827,Pillgwenlly,W05000845,Pillgwenlly,W06000022,Newport
11073,W04000829,Ringland,W05000846,Ringland,W06000022,Newport
11074,W04000830,Rogerstone,W05000847,Rogerstone,W06000022,Newport
11075,W04000831,St. Julians,W05000848,St. Julians,W06000022,Newport
11076,W04000832,Shaftesbury,W05000849,Shaftesbury,W06000022,Newport
11077,W04000833,Stow Hill,W05000850,Stow Hill,W06000022,Newport
11078,W04000834,Tredegar Park,W05000851,Tredegar Park,W06000022,Newport
11079,W04000835,Victoria,W05000852,Victoria,W06000022,Newport
11080,W04000356,Ystradgynlais,W05000284,Aber-craf,W06000023,Powys
11081,W04000250,Banwy,W05000285,Banwy,W06000023,Powys
11082,W04000298,Llanerfyl,W05000285,Banwy,W06000023,Powys
11083,W04000252,Beguildy,W05000286,Beguildy,W06000023,Powys
11084,W04000287,Llanbadarn Fynydd,W05000286,Beguildy,W06000023,Powys
11085,W04000288,Llanbister,W05000286,Beguildy,W06000023,Powys
11086,W04000253,Berriew,W05000287,Berriew,W06000023,Powys
11087,W04000311,Llangurig,W05000288,Blaen Hafren,W06000023,Powys
11088,W04000316,Llanidloes Without,W05000288,Blaen Hafren,W06000023,Powys
11089,W04000348,Trefeglwys,W05000288,Blaen Hafren,W06000023,Powys
11090,W04000256,Bronllys,W05000289,Bronllys,W06000023,Powys
11091,W04000271,Erwood,W05000289,Bronllys,W06000023,Powys
11092,W04000257,Builth,W05000290,Builth,W06000023,Powys
11093,W04000302,Llanfihangel Cwmdu with Bwlch and Cathedine,W05000291,Bwlch,W06000023,Powys
11094,W04000259,Caersws,W05000292,Caersws,W06000023,Powys
11095,W04000260,Carno,W05000292,Caersws,W06000023,Powys
11096,W04000263,Churchstoke,W05000293,Churchstoke,W06000023,Powys
11097,W04000267,Crickhowell,W05000294,Crickhowell,W06000023,Powys
11098,W04000346,The Vale of Grwyney,W05000294,Crickhowell,W06000023,Powys
11099,W04000356,Ystradgynlais,W05000295,Cwm-twrch,W06000023,Powys
11100,W04000268,Disserth and Trecoed,W05000296,Disserth and Trecoed,W06000023,Powys
11101,W04000254,Bettws,W05000297,Dolforwyn,W06000023,Powys
11102,W04000296,Llandyssil,W05000297,Dolforwyn,W06000023,Powys
11103,W04000272,Felin-fach,W05000298,Felin-fâch,W06000023,Powys
11104,W04000282,Honddu Isaf,W05000298,Felin-fâch,W06000023,Powys
11105,W04000290,Llanddew,W05000298,Felin-fâch,W06000023,Powys
11106,W04000273,Forden with Leighton and Trelystan,W05000299,Forden,W06000023,Powys
11107,W04000258,Cadfarch,W05000300,Glantwymyn,W06000023,Powys
11108,W04000275,Glantwymyn,W05000300,Glantwymyn,W06000023,Powys
11109,W04000265,Clyro,W05000301,Glasbury,W06000023,Powys
11110,W04000276,Glasbury,W05000301,Glasbury,W06000023,Powys
11111,W04000337,Painscastle,W05000301,Glasbury,W06000023,Powys
11112,W04000262,Castle Caereinion,W05000302,Guilsfield,W06000023,Powys
11113,W04000279,Guilsfield,W05000302,Guilsfield,W06000023,Powys
11114,W04000280,Gwernyfed,W05000303,Gwernyfed,W06000023,Powys
11115,W04000317,Llanigon,W05000303,Gwernyfed,W06000023,Powys
11116,W04000281,Hay,W05000304,Hay,W06000023,Powys
11117,W04000283,Kerry,W05000305,Kerry,W06000023,Powys
11118,W04000284,Knighton,W05000306,Knighton,W06000023,Powys
11119,W04000264,Cilmery,W05000307,Llanafanfawr,W06000023,Powys
11120,W04000269,Duhonw,W05000307,Llanafanfawr,W06000023,Powys
11121,W04000285,Llanafanfawr,W05000307,Llanafanfawr,W06000023,Powys
11122,W04000322,Llanwrthwl,W05000307,Llanafanfawr,W06000023,Powys
11123,W04000286,Llanbadarn Fawr,W05000308,Llanbadarn Fawr,W06000023,Powys
11124,W04000338,Penybont,W05000308,Llanbadarn Fawr,W06000023,Powys
11125,W04000289,Llanbrynmair,W05000309,Llanbrynmair,W06000023,Powys
11126,W04000292,Llandinam,W05000310,Llandinam,W06000023,Powys
11127,W04000331,Mochdre,W05000310,Llandinam,W06000023,Powys
11128,W04000293,Llandrindod Wells,W05000311,Llandrindod East/Llandrindod West,W06000023,Powys
11129,W04000293,Llandrindod Wells,W05000312,Llandrindod North,W06000023,Powys
11130,W04000293,Llandrindod Wells,W05000313,Llandrindod South,W06000023,Powys
11131,W04000251,Bausley with Criggion,W05000314,Llandrinio,W06000023,Powys
11132,W04000294,Llandrinio,W05000314,Llandrinio,W06000023,Powys
11133,W04000261,Carreghofa,W05000315,Llandysilio,W06000023,Powys
11134,W04000295,Llandysilio,W05000315,Llandysilio,W06000023,Powys
11135,W04000248,Aberedw,W05000316,Llanelwedd,W06000023,Powys
11136,W04000277,Glascwm,W05000316,Llanelwedd,W06000023,Powys
11137,W04000297,Llanelwedd,W05000316,Llanelwedd,W06000023,Powys
11138,W04000299,Llanfair Caereinion,W05000317,Llanfair Caereinion,W06000023,Powys
11139,W04000301,Llanfihangel,W05000318,Llanfihangel,W06000023,Powys
11140,W04000313,Llangyniew,W05000318,Llanfihangel,W06000023,Powys
11141,W04000305,Llanfyllin,W05000319,Llanfyllin,W06000023,Powys
11142,W04000307,Llangattock,W05000320,Llangattock,W06000023,Powys
11143,W04000309,Llangors,W05000321,Llangors,W06000023,Powys
11144,W04000291,Llanddewi Ystradenny,W05000322,Llangunllo,W06000023,Powys
11145,W04000303,Llanfihangel Rhydithon,W05000322,Llangunllo,W06000023,Powys
11146,W04000310,Llangunllo,W05000322,Llangunllo,W06000023,Powys
11147,W04000353,Whitton,W05000322,Llangunllo,W06000023,Powys
11148,W04000315,Llanidloes,W05000324,Llanidloes,W06000023,Powys
11149,W04000314,Llangynog,W05000325,Llanwddyn,W06000023,Powys
11150,W04000321,Llanwddyn,W05000325,Llanwddyn,W06000023,Powys
11151,W04000339,Pen-y-Bont-Fawr,W05000325,Llanwddyn,W06000023,Powys
11152,W04000308,Llangedwyn,W05000326,Llanrhaeadr-ym-Mochnant/Llansilin,W06000023,Powys
11153,W04000318,Llanrhaeadr-ym-Mochnant,W05000326,Llanrhaeadr-ym-Mochnant/Llansilin,W06000023,Powys
11154,W04000320,Llansilin,W05000326,Llanrhaeadr-ym-Mochnant/Llansilin,W06000023,Powys
11155,W04000300,Llanfechain,W05000327,Llansantffraid,W06000023,Powys
11156,W04000319,Llansantffraid,W05000327,Llansantffraid,W06000023,Powys
11157,W04000306,Llangamarch,W05000328,Llanwrtyd Wells,W06000023,Powys
11158,W04000323,Llanwrtyd Wells,W05000328,Llanwrtyd Wells,W06000023,Powys
11159,W04000349,Treflys,W05000328,Llanwrtyd Wells,W06000023,Powys
11160,W04000324,Llanyre,W05000329,Llanyre,W06000023,Powys
11161,W04000326,Machynlleth,W05000330,Machynlleth,W06000023,Powys
11162,W04000266,Cray,W05000331,Maescar/Llywel,W06000023,Powys
11163,W04000325,Llywel,W05000331,Maescar/Llywel,W06000023,Powys
11164,W04000327,Maescar,W05000331,Maescar/Llywel,W06000023,Powys
11165,W04000329,Meifod,W05000332,Meifod,W06000023,Powys
11166,W04000332,Montgomery,W05000333,Montgomery,W06000023,Powys
11167,W04000247,Abbey Cwmhir,W05000334,Nantmel,W06000023,Powys
11168,W04000287,Llanbadarn Fynydd,W05000334,Nantmel,W06000023,Powys
11169,W04000333,Nantmel,W05000334,Nantmel,W06000023,Powys
11170,W04000342,St. Harmon,W05000334,Nantmel,W06000023,Powys
11171,W04000335,Newtown and Llanllwchaiarn,W05000335,Newtown Central,W06000023,Powys
11172,W04000335,Newtown and Llanllwchaiarn,W05000336,Newtown East,W06000023,Powys
11173,W04000335,Newtown and Llanllwchaiarn,W05000337,Newtown Llanllwchaiarn North,W06000023,Powys
11174,W04000335,Newtown and Llanllwchaiarn,W05000338,Newtown Llanllwchaiarn West,W06000023,Powys
11175,W04000335,Newtown and Llanllwchaiarn,W05000339,Newtown South,W06000023,Powys
11176,W04000274,Gladestry,W05000340,Old Radnor,W06000023,Powys
11177,W04000334,New Radnor,W05000340,Old Radnor,W06000023,Powys
11178,W04000336,Old Radnor,W05000340,Old Radnor,W06000023,Powys
11179,W04000340,Presteigne,W05000341,Presteigne,W06000023,Powys
11180,W04000341,Rhayader,W05000342,Rhayader,W06000023,Powys
11181,W04000249,Aberhafesp,W05000343,Rhiwcynon,W06000023,Powys
11182,W04000270,Dwyriw,W05000343,Rhiwcynon,W06000023,Powys
11183,W04000328,Manafon,W05000343,Rhiwcynon,W06000023,Powys
11184,W04000350,Tregynon,W05000343,Rhiwcynon,W06000023,Powys
11185,W04000255,Brecon,W05000344,St. David Within,W06000023,Powys
11186,W04000255,Brecon,W05000345,St. John,W06000023,Powys
11187,W04000255,Brecon,W05000346,St. Mary,W06000023,Powys
11188,W04000343,Talgarth,W05000347,Talgarth,W06000023,Powys
11189,W04000345,Tawe-Uchaf,W05000349,Tawe-Uchaf,W06000023,Powys
11190,W04000355,Ystradfellte,W05000349,Tawe-Uchaf,W06000023,Powys
11191,W04000351,Trewern,W05000350,Trewern,W06000023,Powys
11192,W04000352,Welshpool,W05000351,Welshpool Castle,W06000023,Powys
11193,W04000352,Welshpool,W05000352,Welshpool Gungrog,W06000023,Powys
11194,W04000352,Welshpool,W05000353,Welshpool Llanerchyddol,W06000023,Powys
11195,W04000356,Ystradgynlais,W05000354,Ynyscedwyn,W06000023,Powys
11196,W04000330,Merthyr Cynog,W05000355,Yscir,W06000023,Powys
11197,W04000347,Trallong,W05000355,Yscir,W06000023,Powys
11198,W04000354,Yscir,W05000355,Yscir,W06000023,Powys
