FID,PAR20CD,PAR20NM,WD20CD,WD20NM,LAD20CD,LAD20NM
6466,E04004199,Boxwell with Leighterton,E05010708,Grumbolds Ash with Avening,E07000079,Cotswold
6467,E04004203,Cherington,E05010708,Grumbolds Ash with Avening,E07000079,Cotswold
6468,E04004218,Didmarton,E05010708,Grumbolds Ash with Avening,E07000079,Cotswold
6469,E04004240,Kingscote,E05010708,Grumbolds Ash with Avening,E07000079,Cotswold
6470,E04004255,Ozleworth,E05010708,Grumbolds Ash with Avening,E07000079,Cotswold
6471,E04004283,Westonbirt with Lasborough,E05010708,Grumbolds Ash with Avening,E07000079,Cotswold
6472,E04004238,Kemble,E05010709,Kemble,E07000079,Cotswold
6473,E04012376,Coates,E05010709,Kemble,E07000079,Cotswold
6474,E04012383,Poole Keynes,E05010709,Kemble,E07000079,Cotswold
6475,E04012385,Rodmarton,E05010709,Kemble,E07000079,Cotswold
6476,E04012387,Somerford Keynes,E05010709,Kemble,E07000079,Cotswold
6477,E04004241,Lechlade,E05010710,"Lechlade, Kempsford & Fairford South",E07000079,Cotswold
6478,E04012381,Fairford,E05010710,"Lechlade, Kempsford & Fairford South",E07000079,Cotswold
6479,E04012382,Kempsford,E05010710,"Lechlade, Kempsford & Fairford South",E07000079,Cotswold
6480,E04004249,Moreton-in-Marsh,E05010711,Moreton East,E07000079,Cotswold
6481,E04004279,Todenham,E05010711,Moreton East,E07000079,Cotswold
6482,E04004191,Batsford,E05010712,Moreton West,E07000079,Cotswold
6483,E04004197,Bourton-on-the-Hill,E05010712,Moreton West,E07000079,Cotswold
6484,E04004249,Moreton-in-Marsh,E05010712,Moreton West,E07000079,Cotswold
6485,E04012375,Cirencester,E05010713,New Mills,E07000079,Cotswold
6486,E04004180,Aldsworth,E05010714,Northleach,E07000079,Cotswold
6487,E04004190,Barrington,E05010714,Northleach,E07000079,Cotswold
6488,E04004231,Farmington,E05010714,Northleach,E07000079,Cotswold
6489,E04004252,Northleach with Eastington,E05010714,Northleach,E07000079,Cotswold
6490,E04004266,Sherborne,E05010714,Northleach,E07000079,Cotswold
6491,E04004288,Windrush,E05010714,Northleach,E07000079,Cotswold
6492,E04012375,Cirencester,E05010715,St Michael's,E07000079,Cotswold
6493,E04004184,Andoversford,E05010716,Sandywell,E07000079,Cotswold
6494,E04004220,Dowdeswell,E05010716,Sandywell,E07000079,Cotswold
6495,E04004234,Hampnett,E05010716,Sandywell,E07000079,Cotswold
6496,E04004236,Hazleton,E05010716,Sandywell,E07000079,Cotswold
6497,E04004253,Notgrove,E05010716,Sandywell,E07000079,Cotswold
6498,E04004264,Sevenhampton,E05010716,Sandywell,E07000079,Cotswold
6499,E04004267,Shipton,E05010716,Sandywell,E07000079,Cotswold
6500,E04004280,Turkdean,E05010716,Sandywell,E07000079,Cotswold
6501,E04004285,Whittington,E05010716,Sandywell,E07000079,Cotswold
6502,E04004291,Withington,E05010716,Sandywell,E07000079,Cotswold
6503,E04004271,South Cerney,E05010717,Siddington & Cerney Rural,E07000079,Cotswold
6504,E04012384,Preston,E05010717,Siddington & Cerney Rural,E07000079,Cotswold
6505,E04012386,Siddington,E05010717,Siddington & Cerney Rural,E07000079,Cotswold
6506,E04004271,South Cerney,E05010718,South Cerney Village,E07000079,Cotswold
6507,E04004247,Maugersbury,E05010719,Stow,E07000079,Cotswold
6508,E04004273,Stow-on-the-Wold,E05010719,Stow,E07000079,Cotswold
6509,E04004274,Swell,E05010719,Stow,E07000079,Cotswold
6510,E04012375,Cirencester,E05010720,Stratton,E07000079,Cotswold
6511,E04004185,Ashley,E05010721,Tetbury East & Rural,E07000079,Cotswold
6512,E04004244,Long Newnton,E05010721,Tetbury East & Rural,E07000079,Cotswold
6513,E04004268,Shipton Moyne,E05010721,Tetbury East & Rural,E07000079,Cotswold
6514,E04012388,Tetbury,E05010721,Tetbury East & Rural,E07000079,Cotswold
6515,E04012388,Tetbury,E05010722,Tetbury Town,E07000079,Cotswold
6516,E04012388,Tetbury,E05010723,Tetbury with Upton,E07000079,Cotswold
6517,E04012389,Tetbury Upton,E05010723,Tetbury with Upton,E07000079,Cotswold
6518,E04004181,Ampney Crucis,E05010724,The Ampneys & Hampton,E07000079,Cotswold
6519,E04004182,Ampney St. Mary,E05010724,The Ampneys & Hampton,E07000079,Cotswold
6520,E04004183,Ampney St. Peter,E05010724,The Ampneys & Hampton,E07000079,Cotswold
6521,E04004189,Barnsley,E05010724,The Ampneys & Hampton,E07000079,Cotswold
6522,E04004221,Down Ampney,E05010724,The Ampneys & Hampton,E07000079,Cotswold
6523,E04004222,Driffield,E05010724,The Ampneys & Hampton,E07000079,Cotswold
6524,E04004246,Maiseyhampton,E05010724,The Ampneys & Hampton,E07000079,Cotswold
6525,E04004257,Poulton,E05010724,The Ampneys & Hampton,E07000079,Cotswold
6526,E04012375,Cirencester,E05010725,The Beeches,E07000079,Cotswold
6527,E04004232,Great Rissington,E05010726,The Rissingtons,E07000079,Cotswold
6528,E04004242,Little Rissington,E05010726,The Rissingtons,E07000079,Cotswold
6529,E04004286,Wick Rissington,E05010726,The Rissingtons,E07000079,Cotswold
6530,E04004293,Upper Rissington,E05010726,The Rissingtons,E07000079,Cotswold
6531,E04012375,Cirencester,E05010727,Watermoor,E07000079,Cotswold
6532,E04004301,Coleford,E05012156,Berry Hill,E07000080,Forest of Dean
6533,E04004305,English Bicknor,E05012156,Berry Hill,E07000080,Forest of Dean
6534,E04004332,West Dean,E05012156,Berry Hill,E07000080,Forest of Dean
6535,E04004332,West Dean,E05012157,Bream,E07000080,Forest of Dean
6536,E04004300,Cinderford,E05012158,Cinderford East,E07000080,Forest of Dean
6537,E04004300,Cinderford,E05012159,Cinderford West,E07000080,Forest of Dean
6538,E04004301,Coleford,E05012160,Coleford,E07000080,Forest of Dean
6539,E04004304,Dymock,E05012161,Dymock,E07000080,Forest of Dean
6540,E04004309,Kempley,E05012161,Dymock,E07000080,Forest of Dean
6541,E04004318,Oxenhall,E05012161,Dymock,E07000080,Forest of Dean
6542,E04004334,Gorsley and Kilcot,E05012161,Dymock,E07000080,Forest of Dean
6543,E04004298,Bromesberrow,E05012162,Hartpury & Redmarley,E07000080,Forest of Dean
6544,E04004302,Corse,E05012162,Hartpury & Redmarley,E07000080,Forest of Dean
6545,E04004306,Hartpury,E05012162,Hartpury & Redmarley,E07000080,Forest of Dean
6546,E04004319,Pauntley,E05012162,Hartpury & Redmarley,E07000080,Forest of Dean
6547,E04004320,Redmarley D'Abitot,E05012162,Hartpury & Redmarley,E07000080,Forest of Dean
6548,E04004322,Rudford and Highleadon,E05012162,Hartpury & Redmarley,E07000080,Forest of Dean
6549,E04004325,Staunton,E05012162,Hartpury & Redmarley,E07000080,Forest of Dean
6550,E04004330,Upleadon,E05012162,Hartpury & Redmarley,E07000080,Forest of Dean
6551,E04004299,Churcham,E05012163,Longhope & Huntley,E07000080,Forest of Dean
6552,E04004308,Huntley,E05012163,Longhope & Huntley,E07000080,Forest of Dean
6553,E04004311,Longhope,E05012163,Longhope & Huntley,E07000080,Forest of Dean
6554,E04004328,Tibberton,E05012163,Longhope & Huntley,E07000080,Forest of Dean
6555,E04004312,Lydbrook,E05012164,Lydbrook,E07000080,Forest of Dean
6556,E04004313,Lydney,E05012165,Lydney East,E07000080,Forest of Dean
6557,E04004313,Lydney,E05012166,Lydney North,E07000080,Forest of Dean
6558,E04004296,Aylburton,E05012167,Lydney West & Aylburton,E07000080,Forest of Dean
6559,E04004313,Lydney,E05012167,Lydney West & Aylburton,E07000080,Forest of Dean
6560,E04004303,Drybrook,E05012168,"Mitcheldean, Ruardean & Drybrook",E07000080,Forest of Dean
6561,E04004314,Mitcheldean,E05012168,"Mitcheldean, Ruardean & Drybrook",E07000080,Forest of Dean
6562,E04004321,Ruardean,E05012168,"Mitcheldean, Ruardean & Drybrook",E07000080,Forest of Dean
6563,E04004315,Newent,E05012169,Newent & Taynton,E07000080,Forest of Dean
6564,E04004327,Taynton,E05012169,Newent & Taynton,E07000080,Forest of Dean
6565,E04004316,Newland,E05012170,Newland & Sling,E07000080,Forest of Dean
6566,E04004326,Staunton Coleford,E05012170,Newland & Sling,E07000080,Forest of Dean
6567,E04004332,West Dean,E05012170,Newland & Sling,E07000080,Forest of Dean
6568,E04004295,Awre,E05012171,Newnham,E07000080,Forest of Dean
6569,E04004310,Littledean,E05012171,Newnham,E07000080,Forest of Dean
6570,E04004317,Newnham,E05012171,Newnham,E07000080,Forest of Dean
6571,E04004323,Ruspidge and Soudley,E05012171,Newnham,E07000080,Forest of Dean
6572,E04004332,West Dean,E05012172,Pillowell,E07000080,Forest of Dean
6573,E04004323,Ruspidge and Soudley,E05012173,Ruspidge,E07000080,Forest of Dean
6574,E04004294,Alvington,E05012174,St. Briavels,E07000080,Forest of Dean
6575,E04004307,Hewelsfield and Brockweir,E05012174,St. Briavels,E07000080,Forest of Dean
6576,E04004324,St. Briavels,E05012174,St. Briavels,E07000080,Forest of Dean
6577,E04004329,Tidenham,E05012175,Tidenham,E07000080,Forest of Dean
6578,E04004333,Woolaston,E05012175,Tidenham,E07000080,Forest of Dean
6579,E04004297,Blaisdon,E05012176,Westbury-on-Severn,E07000080,Forest of Dean
6580,E04004331,Westbury-on-Severn,E05012176,Westbury-on-Severn,E07000080,Forest of Dean
6581,E04004335,Quedgeley,E05010956,Grange,E07000081,Gloucester
6582,E04004335,Quedgeley,E05010959,Kingsway,E07000081,Gloucester
6583,E04004335,Quedgeley,E05010964,Quedgeley Fieldcourt,E07000081,Gloucester
6584,E04004335,Quedgeley,E05010965,Quedgeley Severn Vale,E07000081,Gloucester
6585,E04004386,Woodchester,E05010968,Amberley and Woodchester,E07000082,Stroud
6586,E04013007,Minchinhampton,E05010968,Amberley and Woodchester,E07000082,Stroud
6587,E04004337,Alkington,E05010969,Berkeley Vale,E07000082,Stroud
6588,E04004339,Berkeley,E05010969,Berkeley Vale,E07000082,Stroud
6589,E04004353,Ham and Stone,E05010969,Berkeley Vale,E07000082,Stroud
6590,E04004354,Hamfallow,E05010969,Berkeley Vale,E07000082,Stroud
6591,E04004359,Hinton,E05010969,Berkeley Vale,E07000082,Stroud
6592,E04004376,Slimbridge,E05010969,Berkeley Vale,E07000082,Stroud
6593,E04012999,Bisley-with-Lypiatt,E05010970,Bisley,E07000082,Stroud
6594,E04013001,Chalford,E05010970,Bisley,E07000082,Stroud
6595,E04004374,Randwick and Westrip,E05010971,Cainscross,E07000082,Stroud
6596,E04013025,Cainscross,E05010971,Cainscross,E07000082,Stroud
6597,E04013027,Stonehouse,E05010971,Cainscross,E07000082,Stroud
6598,E04004343,Cam,E05010972,Cam East,E07000082,Stroud
6599,E04004343,Cam,E05010973,Cam West,E07000082,Stroud
6600,E04012999,Bisley-with-Lypiatt,E05010974,Chalford,E07000082,Stroud
6601,E04013000,Brimscombe and Thrupp,E05010974,Chalford,E07000082,Stroud
6602,E04013001,Chalford,E05010974,Chalford,E07000082,Stroud
6603,E04004345,Coaley,E05010975,Coaley and Uley,E07000082,Stroud
6604,E04004370,Nympsfield,E05010975,Coaley and Uley,E07000082,Stroud
6605,E04004371,Owlpen,E05010975,Coaley and Uley,E07000082,Stroud
6606,E04004382,Uley,E05010975,Coaley and Uley,E07000082,Stroud
6607,E04004347,Dursley,E05010976,Dursley,E07000082,Stroud
6608,E04004341,Brookthorpe-with-Whaddon,E05010977,Hardwicke,E07000082,Stroud
6609,E04004349,Elmore,E05010977,Hardwicke,E07000082,Stroud
6610,E04004356,Harescombe,E05010977,Hardwicke,E07000082,Stroud
6611,E04004364,Longney and Epney,E05010977,Hardwicke,E07000082,Stroud
6612,E04004367,Moreton Valence,E05010977,Hardwicke,E07000082,Stroud
6613,E04013004,Hardwicke,E05010977,Hardwicke,E07000082,Stroud
6614,E04013005,Haresfield,E05010977,Hardwicke,E07000082,Stroud
6615,E04013006,Hunts Grove,E05010977,Hardwicke,E07000082,Stroud
6616,E04013010,Standish,E05010977,Hardwicke,E07000082,Stroud
6617,E04013027,Stonehouse,E05010977,Hardwicke,E07000082,Stroud
6618,E04004336,Alderley,E05010978,Kingswood,E07000082,Stroud
6619,E04004358,Hillesley and Tresham,E05010978,Kingswood,E07000082,Stroud
6620,E04013026,Kingswood,E05010978,Kingswood,E07000082,Stroud
6621,E04013028,Wotton-under-Edge,E05010978,Kingswood,E07000082,Stroud
6622,E04013007,Minchinhampton,E05010979,Minchinhampton,E07000082,Stroud
6623,E04004360,Horsley,E05010980,Nailsworth,E07000082,Stroud
6624,E04013008,Nailsworth,E05010980,Nailsworth,E07000082,Stroud
6625,E04004366,Miserden,E05010981,Painswick and Upton,E07000082,Stroud
6626,E04004372,Painswick,E05010981,Painswick and Upton,E07000082,Stroud
6627,E04004373,Pitchcombe,E05010981,Painswick and Upton,E07000082,Stroud
6628,E04013002,Cranham,E05010981,Painswick and Upton,E07000082,Stroud
6629,E04013013,Upton St. Leonards,E05010981,Painswick and Upton,E07000082,Stroud
6630,E04004374,Randwick and Westrip,E05010982,"Randwick, Whiteshill and Ruscombe",E07000082,Stroud
6631,E04004384,Whiteshill and Ruscombe,E05010982,"Randwick, Whiteshill and Ruscombe",E07000082,Stroud
6632,E04013007,Minchinhampton,E05010983,Rodborough,E07000082,Stroud
6633,E04013009,Rodborough,E05010983,Rodborough,E07000082,Stroud
6634,E04004338,Arlingham,E05010984,Severn,E07000082,Stroud
6635,E04004350,Frampton on Severn,E05010984,Severn,E07000082,Stroud
6636,E04004351,Fretherne with Saul,E05010984,Severn,E07000082,Stroud
6637,E04004385,Whitminster,E05010984,Severn,E07000082,Stroud
6638,E04013003,Eastington,E05010984,Severn,E07000082,Stroud
6639,E04013027,Stonehouse,E05010984,Severn,E07000082,Stroud
6640,E04013027,Stonehouse,E05010985,Stonehouse,E07000082,Stroud
6641,E04013012,Stroud,E05010986,Stroud Central,E07000082,Stroud
6642,E04013012,Stroud,E05010987,Stroud Farmhill and Paganhill,E07000082,Stroud
6643,E04013012,Stroud,E05010988,Stroud Slade,E07000082,Stroud
6644,E04013000,Brimscombe and Thrupp,E05010989,Stroud Trinity,E07000082,Stroud
6645,E04013012,Stroud,E05010989,Stroud Trinity,E07000082,Stroud
6646,E04013012,Stroud,E05010990,Stroud Uplands,E07000082,Stroud
6647,E04013012,Stroud,E05010991,Stroud Valley,E07000082,Stroud
6648,E04004352,Frocester,E05010992,The Stanleys,E07000082,Stroud
6649,E04004361,King's Stanley,E05010992,The Stanleys,E07000082,Stroud
6650,E04004363,Leonard Stanley,E05010992,The Stanleys,E07000082,Stroud
6651,E04013000,Brimscombe and Thrupp,E05010993,Thrupp,E07000082,Stroud
6652,E04013009,Rodborough,E05010993,Thrupp,E07000082,Stroud
6653,E04004369,North Nibley,E05010994,Wotton-under-Edge,E07000082,Stroud
6654,E04004378,Stinchcombe,E05010994,Wotton-under-Edge,E07000082,Stroud
6655,E04013028,Wotton-under-Edge,E05010994,Wotton-under-Edge,E07000082,Stroud
6656,E04004390,Badgeworth,E05012064,Badgeworth,E07000083,Tewkesbury
6657,E04004403,Great Witcombe,E05012064,Badgeworth,E07000083,Tewkesbury
6658,E04004422,Staverton,E05012064,Badgeworth,E07000083,Tewkesbury
6659,E04004393,Brockworth,E05012065,Brockworth East,E07000083,Tewkesbury
6660,E04004393,Brockworth,E05012066,Brockworth West,E07000083,Tewkesbury
6661,E04004396,Churchdown,E05012067,Churchdown Brookfield with Hucclecote,E07000083,Tewkesbury
6662,E04004407,Hucclecote,E05012067,Churchdown Brookfield with Hucclecote,E07000083,Tewkesbury
6663,E04004396,Churchdown,E05012068,Churchdown St John's,E07000083,Tewkesbury
6664,E04004391,Bishop's Cleeve,E05012069,Cleeve Grange,E07000083,Tewkesbury
6665,E04004402,Gotherington,E05012070,Cleeve Hill,E07000083,Tewkesbury
6666,E04004419,Southam,E05012070,Cleeve Hill,E07000083,Tewkesbury
6667,E04004433,Woodmancote,E05012070,Cleeve Hill,E07000083,Tewkesbury
6668,E04004391,Bishop's Cleeve,E05012071,Cleeve St Michael's,E07000083,Tewkesbury
6669,E04004391,Bishop's Cleeve,E05012072,Cleeve West,E07000083,Tewkesbury
6670,E04004389,Ashleworth,E05012073,Highnam with Haw Bridge,E07000083,Tewkesbury
6671,E04004395,Chaceley,E05012073,Highnam with Haw Bridge,E07000083,Tewkesbury
6672,E04004401,Forthampton,E05012073,Highnam with Haw Bridge,E07000083,Tewkesbury
6673,E04004404,Hasfield,E05012073,Highnam with Haw Bridge,E07000083,Tewkesbury
6674,E04004406,Highnam,E05012073,Highnam with Haw Bridge,E07000083,Tewkesbury
6675,E04004411,Maisemore,E05012073,Highnam with Haw Bridge,E07000083,Tewkesbury
6676,E04004412,Minsterworth,E05012073,Highnam with Haw Bridge,E07000083,Tewkesbury
6677,E04004427,Tirley,E05012073,Highnam with Haw Bridge,E07000083,Tewkesbury
6678,E04004408,Innsworth,E05012074,Innsworth,E07000083,Tewkesbury
6679,E04004410,Longford,E05012074,Innsworth,E07000083,Tewkesbury
6680,E04004429,Twigworth,E05012074,Innsworth,E07000083,Tewkesbury
6681,E04004394,Buckland,E05012075,Isbourne,E07000083,Tewkesbury
6682,E04004399,Dumbleton,E05012075,Isbourne,E07000083,Tewkesbury
6683,E04004414,Oxenton,E05012075,Isbourne,E07000083,Tewkesbury
6684,E04004418,Snowshill,E05012075,Isbourne,E07000083,Tewkesbury
6685,E04004420,Stanton,E05012075,Isbourne,E07000083,Tewkesbury
6686,E04004421,Stanway,E05012075,Isbourne,E07000083,Tewkesbury
6687,E04004425,Teddington,E05012075,Isbourne,E07000083,Tewkesbury
6688,E04004428,Toddington,E05012075,Isbourne,E07000083,Tewkesbury
6689,E04004435,Ashchurch Rural,E05012075,Isbourne,E07000083,Tewkesbury
6690,E04004436,Northway,E05012076,Northway,E07000083,Tewkesbury
6691,E04004397,Deerhurst,E05012077,Severn Vale North,E07000083,Tewkesbury
6692,E04004400,Elmstone Hardwicke,E05012077,Severn Vale North,E07000083,Tewkesbury
6693,E04004409,Leigh,E05012077,Severn Vale North,E07000083,Tewkesbury
6694,E04004423,Stoke Orchard,E05012077,Severn Vale North,E07000083,Tewkesbury
6695,E04004392,Boddington,E05012078,Severn Vale South,E07000083,Tewkesbury
6696,E04004398,Down Hatherley,E05012078,Severn Vale South,E07000083,Tewkesbury
6697,E04004413,Norton,E05012078,Severn Vale South,E07000083,Tewkesbury
6698,E04004416,Sandhurst,E05012078,Severn Vale South,E07000083,Tewkesbury
6699,E04004431,Uckington,E05012078,Severn Vale South,E07000083,Tewkesbury
6700,E04004417,Shurdington,E05012079,Shurdington,E07000083,Tewkesbury
6701,E04004426,Tewkesbury,E05012080,Tewkesbury East,E07000083,Tewkesbury
6702,E04006432,Honing,E05011841,Happisburgh,E07000147,North Norfolk
6703,E04004437,Wheatpieces,E05012080,Tewkesbury East,E07000083,Tewkesbury
6704,E04004426,Tewkesbury,E05012081,Tewkesbury North & Twyning,E07000083,Tewkesbury
6705,E04004430,Twyning,E05012081,Tewkesbury North & Twyning,E07000083,Tewkesbury
6706,E04004426,Tewkesbury,E05012082,Tewkesbury South,E07000083,Tewkesbury
6707,E04004388,Alderton,E05012083,Winchcombe,E07000083,Tewkesbury
6708,E04004405,Hawling,E05012083,Winchcombe,E07000083,Tewkesbury
6709,E04004415,Prescott,E05012083,Winchcombe,E07000083,Tewkesbury
6710,E04004424,Sudeley,E05012083,Winchcombe,E07000083,Tewkesbury
6711,E04004432,Winchcombe,E05012083,Winchcombe,E07000083,Tewkesbury
6712,E04004434,Gretton,E05012083,Winchcombe,E07000083,Tewkesbury
6713,E04004461,Mapledurwell and Up Nately,E05004430,Basing,E07000084,Basingstoke and Deane
6714,E04004464,Newnham,E05004430,Basing,E07000084,Basingstoke and Deane
6715,E04004469,Old Basing and Lychpit,E05004430,Basing,E07000084,Basingstoke and Deane
6716,E04004440,Baughurst,E05004431,Baughurst and Tadley North,E07000084,Basingstoke and Deane
6717,E04004481,Tadley,E05004431,Baughurst and Tadley North,E07000084,Basingstoke and Deane
6718,E04004439,Ashmansworth,E05004436,"Burghclere, Highclere and St Mary Bourne",E07000084,Basingstoke and Deane
6719,E04004443,Burghclere,E05004436,"Burghclere, Highclere and St Mary Bourne",E07000084,Basingstoke and Deane
6720,E04004450,"Ecchinswell, Sydmonton and Bishops Green",E05004436,"Burghclere, Highclere and St Mary Bourne",E07000084,Basingstoke and Deane
6721,E04004456,Highclere,E05004436,"Burghclere, Highclere and St Mary Bourne",E07000084,Basingstoke and Deane
6722,E04004460,Litchfield and Woodcott,E05004436,"Burghclere, Highclere and St Mary Bourne",E07000084,Basingstoke and Deane
6723,E04004465,Newtown,E05004436,"Burghclere, Highclere and St Mary Bourne",E07000084,Basingstoke and Deane
6724,E04004477,St. Mary Bourne,E05004436,"Burghclere, Highclere and St Mary Bourne",E07000084,Basingstoke and Deane
6725,E04004442,Bramley,E05004437,Bramley and Sherfield,E07000084,Basingstoke and Deane
6726,E04012645,Sherfield on Loddon,E05004437,Bramley and Sherfield,E07000084,Basingstoke and Deane
6727,E04004445,Chineham,E05004438,Chineham,E07000084,Basingstoke and Deane
6728,E04012646,Sherfield Park,E05004438,Chineham,E07000084,Basingstoke and Deane
6729,E04004449,East Woodhay,E05004439,East Woodhay,E07000084,Basingstoke and Deane
6730,E04004438,Ashford Hill with Headley,E05004444,Kingsclere,E07000084,Basingstoke and Deane
6731,E04004453,Hannington,E05004444,Kingsclere,E07000084,Basingstoke and Deane
6732,E04004458,Kingsclere,E05004444,Kingsclere,E07000084,Basingstoke and Deane
6733,E04004447,Deane,E05004446,Oakley and North Waltham,E07000084,Basingstoke and Deane
6734,E04004448,Dummer,E05004446,Oakley and North Waltham,E07000084,Basingstoke and Deane
6735,E04004466,North Waltham,E05004446,Oakley and North Waltham,E07000084,Basingstoke and Deane
6736,E04004468,Oakley,E05004446,Oakley and North Waltham,E07000084,Basingstoke and Deane
6737,E04004472,Popham,E05004446,Oakley and North Waltham,E07000084,Basingstoke and Deane
6738,E04004459,Laverstoke,E05004447,"Overton, Laverstoke and Steventon",E07000084,Basingstoke and Deane
6739,E04004470,Overton,E05004447,"Overton, Laverstoke and Steventon",E07000084,Basingstoke and Deane
6740,E04004478,Steventon,E05004447,"Overton, Laverstoke and Steventon",E07000084,Basingstoke and Deane
6741,E04004454,Hartley Wespall,E05004448,Pamber and Silchester,E07000084,Basingstoke and Deane
6742,E04004463,Mortimer West End,E05004448,Pamber and Silchester,E07000084,Basingstoke and Deane
6743,E04004471,Pamber,E05004448,Pamber and Silchester,E07000084,Basingstoke and Deane
6744,E04004476,Silchester,E05004448,Pamber and Silchester,E07000084,Basingstoke and Deane
6745,E04004479,Stratfield Saye,E05004448,Pamber and Silchester,E07000084,Basingstoke and Deane
6746,E04004480,Stratfield Turgis,E05004448,Pamber and Silchester,E07000084,Basingstoke and Deane
6747,E04004489,Rooksdown,E05004451,Rooksdown,E07000084,Basingstoke and Deane
6748,E04004462,Monk Sherborne,E05004452,Sherborne St John,E07000084,Basingstoke and Deane
6749,E04004488,Wootton St. Lawrence,E05004452,Sherborne St John,E07000084,Basingstoke and Deane
6750,E04012234,Sherborne St John,E05004452,Sherborne St John,E07000084,Basingstoke and Deane
6751,E04004481,Tadley,E05004454,Tadley Central,E07000084,Basingstoke and Deane
6752,E04004481,Tadley,E05004455,Tadley South,E07000084,Basingstoke and Deane
6753,E04004441,Bradley,E05004456,Upton Grey and The Candovers,E07000084,Basingstoke and Deane
6754,E04004444,Candovers,E05004456,Upton Grey and The Candovers,E07000084,Basingstoke and Deane
6755,E04004446,Cliddesden,E05004456,Upton Grey and The Candovers,E07000084,Basingstoke and Deane
6756,E04004451,Ellisfield,E05004456,Upton Grey and The Candovers,E07000084,Basingstoke and Deane
6757,E04004452,Farleigh Wallop,E05004456,Upton Grey and The Candovers,E07000084,Basingstoke and Deane
6758,E04004455,Herriard,E05004456,Upton Grey and The Candovers,E07000084,Basingstoke and Deane
6759,E04004467,Nutley,E05004456,Upton Grey and The Candovers,E07000084,Basingstoke and Deane
6760,E04004473,Preston Candover,E05004456,Upton Grey and The Candovers,E07000084,Basingstoke and Deane
6761,E04004482,Tunworth,E05004456,Upton Grey and The Candovers,E07000084,Basingstoke and Deane
6762,E04004483,Upton Grey,E05004456,Upton Grey and The Candovers,E07000084,Basingstoke and Deane
6763,E04004484,Weston Corbett,E05004456,Upton Grey and The Candovers,E07000084,Basingstoke and Deane
6764,E04004485,Weston Patrick,E05004456,Upton Grey and The Candovers,E07000084,Basingstoke and Deane
6765,E04004487,Winslade,E05004456,Upton Grey and The Candovers,E07000084,Basingstoke and Deane
6766,E04004457,Hurstbourne Priors,E05004457,Whitchurch,E07000084,Basingstoke and Deane
6767,E04004486,Whitchurch,E05004457,Whitchurch,E07000084,Basingstoke and Deane
6768,E04004490,Alton,E05012290,Alton Amery,E07000085,East Hampshire
6769,E04004490,Alton,E05012291,Alton Ashdell,E07000085,East Hampshire
6770,E04004490,Alton,E05012292,Alton Eastbrooke,E07000085,East Hampshire
6771,E04004490,Alton,E05012293,Alton Holybourne,E07000085,East Hampshire
6772,E04004490,Alton,E05012294,Alton Westbrooke,E07000085,East Hampshire
6773,E04004490,Alton,E05012295,Alton Whitedown,E07000085,East Hampshire
6774,E04004490,Alton,E05012296,Alton Wooteys,E07000085,East Hampshire
6775,E04004492,Bentworth,E05012297,Bentworth & Froyle,E07000085,East Hampshire
6776,E04004504,Froyle,E05012297,Bentworth & Froyle,E07000085,East Hampshire
6777,E04004512,Lasham,E05012297,Bentworth & Froyle,E07000085,East Hampshire
6778,E04004521,Shalden,E05012297,Bentworth & Froyle,E07000085,East Hampshire
6779,E04004525,Wield,E05012297,Bentworth & Froyle,E07000085,East Hampshire
6780,E04004528,Beech,E05012297,Bentworth & Froyle,E07000085,East Hampshire
6781,E04004491,Bentley,E05012298,"Binsted, Bentley & Selborne",E07000085,East Hampshire
6782,E04004493,Binsted,E05012298,"Binsted, Bentley & Selborne",E07000085,East Hampshire
6783,E04004501,Farringdon,E05012298,"Binsted, Bentley & Selborne",E07000085,East Hampshire
6784,E04004510,Kingsley,E05012298,"Binsted, Bentley & Selborne",E07000085,East Hampshire
6785,E04004520,Selborne,E05012298,"Binsted, Bentley & Selborne",E07000085,East Hampshire
6786,E04004526,Worldham,E05012298,"Binsted, Bentley & Selborne",E07000085,East Hampshire
6787,E04004494,Bramshott and Liphook,E05012299,Bramshott & Liphook,E07000085,East Hampshire
6788,E04004495,Buriton,E05012300,Buriton & East Meon,E07000085,East Hampshire
6789,E04004499,East Meon,E05012300,Buriton & East Meon,E07000085,East Hampshire
6790,E04004511,Langrish,E05012300,Buriton & East Meon,E07000085,East Hampshire
6791,E04004527,Stroud,E05012300,Buriton & East Meon,E07000085,East Hampshire
6792,E04004497,Clanfield,E05012301,Clanfield,E07000085,East Hampshire
6793,E04004496,Chawton,E05012302,Four Marks & Medstead,E07000085,East Hampshire
6794,E04004502,Four Marks,E05012302,Four Marks & Medstead,E07000085,East Hampshire
6795,E04004515,Medstead,E05012302,Four Marks & Medstead,E07000085,East Hampshire
6796,E04004503,Froxfield and Privett,E05012303,"Froxfield, Sheet & Steep",E07000085,East Hampshire
6797,E04004522,Steep,E05012303,"Froxfield, Sheet & Steep",E07000085,East Hampshire
6798,E04012252,Sheet,E05012303,"Froxfield, Sheet & Steep",E07000085,East Hampshire
6799,E04004505,Grayshott,E05012304,Grayshott,E07000085,East Hampshire
6800,E04004508,Headley,E05012305,Headley,E07000085,East Hampshire
6801,E04004509,Horndean,E05012306,Horndean Catherington,E07000085,East Hampshire
6802,E04004509,Horndean,E05012307,Horndean Downs,E07000085,East Hampshire
